"RACEID","YEAR","ROUND","CIRCUITID","NAME","DATE","TIME","URL","FP1_DATE","FP1_TIME","FP2_DATE","FP2_TIME","FP3_DATE","FP3_TIME","QUALI_DATE","QUALI_TIME","SPRINT_DATE","SPRINT_TIME","RESULTID","RACEID_2","DRIVERID","CONSTRUCTORID","NUMBER","GRID","POSITION","POSITIONTEXT","POSITIONORDER","POINTS","LAPS","TIME_2","MILLISECONDS","FASTESTLAP","RANK","FASTESTLAPTIME","FASTESTLAPSPEED","STATUSID","DRIVERID_2","DRIVERREF","NUMBER_2","CODE","FORENAME","SURNAME","DOB","NATIONALITY","URL_2"
"1133","2024","13","11","Hungarian Grand Prix","2024-07-21","13:00:00","https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix","2024-07-19","11:30:00","2024-07-19","15:00:00","2024-07-20","10:30:00","2024-07-20","14:00:00",,"NULL","26536","1133","817","215","3","9","12","12","12",0,"69",,,"30","12","1:22.640",190.847,"11","817","ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian","http://en.wikipedia.org/wiki/Daniel_Ricciardo"
"1133","2024","13","11","Hungarian Grand Prix","2024-07-21","13:00:00","https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix","2024-07-19","11:30:00","2024-07-19","15:00:00","2024-07-20","10:30:00","2024-07-20","14:00:00",,"NULL","26537","1133","807","210","27","11","13","13","13",0,"69",,,"54","16","1:23.461",188.969,"11","807","hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg"
"1133","2024","13","11","Hungarian Grand Prix","2024-07-21","13:00:00","https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix","2024-07-19","11:30:00","2024-07-19","15:00:00","2024-07-20","10:30:00","2024-07-20","14:00:00",,"NULL","26538","1133","848","3","23","13","14","14","14",0,"69",,,"31","20","1:23.930",187.913,"11","848","albon","23","ALB","Alexander","Albon","1996-03-23","Thai","http://en.wikipedia.org/wiki/Alexander_Albon"
"1133","2024","13","11","Hungarian Grand Prix","2024-07-21","13:00:00","https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix","2024-07-19","11:30:00","2024-07-19","15:00:00","2024-07-20","10:30:00","2024-07-20","14:00:00",,"NULL","26539","1133","825","210","20","15","15","15","15",0,"69",,,"50","19","1:23.553",188.761,"11","825","kevin_magnussen","20","MAG","Kevin","Magnussen","1992-10-05","Danish","http://en.wikipedia.org/wiki/Kevin_Magnussen"
"1133","2024","13","11","Hungarian Grand Prix","2024-07-21","13:00:00","https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix","2024-07-19","11:30:00","2024-07-19","15:00:00","2024-07-20","10:30:00","2024-07-20","14:00:00",,"NULL","26540","1133","822","15","77","12","16","16","16",0,"69",,,"52","13","1:22.792",190.496,"11","822","bottas","77","BOT","Valtteri","Bottas","1989-08-28","Finnish","http://en.wikipedia.org/wiki/Valtteri_Bottas"
"1133","2024","13","11","Hungarian Grand Prix","2024-07-21","13:00:00","https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix","2024-07-19","11:30:00","2024-07-19","15:00:00","2024-07-20","10:30:00","2024-07-20","14:00:00",,"NULL","26541","1133","858","3","2","14","17","17","17",0,"69",,,"65","2","1:20.561",195.772,"11","858","sargeant","2","SAR","Logan","Sargeant","2000-12-31","American","http://en.wikipedia.org/wiki/Logan_Sargeant"
"1133","2024","13","11","Hungarian Grand Prix","2024-07-21","13:00:00","https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix","2024-07-19","11:30:00","2024-07-19","15:00:00","2024-07-20","10:30:00","2024-07-20","14:00:00",,"NULL","26542","1133","839","214","31","19","18","18","18",0,"69",,,"66","6","1:21.610",193.255,"11","839","ocon","31","OCO","Esteban","Ocon","1996-09-17","French","http://en.wikipedia.org/wiki/Esteban_Ocon"
"1133","2024","13","11","Hungarian Grand Prix","2024-07-21","13:00:00","https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix","2024-07-19","11:30:00","2024-07-19","15:00:00","2024-07-20","10:30:00","2024-07-20","14:00:00",,"NULL","26543","1133","855","15","24","18","19","19","19",0,"69",,,"38","17","1:23.487",188.91,"11","855","zhou","24","ZHO","Guanyu","Zhou","1999-05-30","Chinese","http://en.wikipedia.org/wiki/Zhou_Guanyu"
"1133","2024","13","11","Hungarian Grand Prix","2024-07-21","13:00:00","https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix","2024-07-19","11:30:00","2024-07-19","15:00:00","2024-07-20","10:30:00","2024-07-20","14:00:00",,"NULL","26544","1133","842","214","10","0",,"R","20",0,"33",,,"31","15","1:23.340",189.244,"9","842","gasly","10","GAS","Pierre","Gasly","1996-02-07","French","http://en.wikipedia.org/wiki/Pierre_Gasly"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26545","1134","1","131","44","3","1","1","1",25,"44","+0.526","526","33","6","1:46.653",236.415,"1","1","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26546","1134","857","1","81","5","2","2","2",18,"44","+1.173","1699","32","3","1:45.840",238.231,"1","857","piastri","81","PIA","Oscar","Piastri","2001-04-06","Australian","http://en.wikipedia.org/wiki/Oscar_Piastri"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26547","1134","844","6","16","1","3","3","3",15,"44","+8.549","9075","33","8","1:47.013",235.619,"1","844","leclerc","16","LEC","Charles","Leclerc","1997-10-16","Monegasque","http://en.wikipedia.org/wiki/Charles_Leclerc"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26548","1134","830","9","1","11","4","4","4",12,"44","+9.226","9752","32","4","1:46.128",237.584,"1","830","max_verstappen","33","VER","Max","Verstappen","1997-09-30","Dutch","http://en.wikipedia.org/wiki/Max_Verstappen"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26549","1134","846","1","4","4","5","5","5",10,"44","+9.850","10376","31","2","1:45.563",238.856,"1","846","norris","4","NOR","Lando","Norris","1999-11-13","British","http://en.wikipedia.org/wiki/Lando_Norris"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26550","1134","832","6","55","7","6","6","6",8,"44","+19.795","20321","44","5","1:46.364",237.057,"1","832","sainz","55","SAI","Carlos","Sainz","1994-09-01","Spanish","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr."
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26551","1134","815","9","11","2","7","7","7",7,"44","+43.195","43721","44","1","1:44.701",240.822,"1","815","perez","11","PER","Sergio","Pérez","1990-01-26","Mexican","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26552","1134","4","117","14","8","8","8","8",4,"44","+49.963","50489","42","17","1:48.051",233.356,"1","4","alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish","http://en.wikipedia.org/wiki/Fernando_Alonso"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26553","1134","839","214","31","9","9","9","9",2,"44","+52.552","53078","43","7","1:46.957",235.743,"1","839","ocon","31","OCO","Esteban","Ocon","1996-09-17","French","http://en.wikipedia.org/wiki/Esteban_Ocon"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26554","1134","817","215","3","13","10","10","10",1,"44","+54.926","55452","37","12","1:47.435",234.694,"1","817","ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian","http://en.wikipedia.org/wiki/Daniel_Ricciardo"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26555","1134","840","117","18","15","11","11","11",0,"44","+1:03.011","63537","44","18","1:48.105",233.239,"1","840","stroll","18","STR","Lance","Stroll","1998-10-29","Canadian","http://en.wikipedia.org/wiki/Lance_Stroll"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26556","1134","848","3","23","10","12","12","12",0,"44","+1:03.651","64177","44","16","1:47.996",233.475,"1","848","albon","23","ALB","Alexander","Albon","1996-03-23","Thai","http://en.wikipedia.org/wiki/Alexander_Albon"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26557","1134","842","214","10","12","13","13","13",0,"44","+1:04.365","64891","30","11","1:47.418",234.731,"1","842","gasly","10","GAS","Pierre","Gasly","1996-02-07","French","http://en.wikipedia.org/wiki/Pierre_Gasly"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26558","1134","825","210","20","17","14","14","14",0,"44","+1:06.631","67157","44","14","1:47.848",233.795,"1","825","kevin_magnussen","20","MAG","Kevin","Magnussen","1992-10-05","Danish","http://en.wikipedia.org/wiki/Kevin_Magnussen"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26559","1134","822","15","77","14","15","15","15",0,"44","+1:10.638","71164","37","9","1:47.019",235.606,"1","822","bottas","77","BOT","Valtteri","Bottas","1989-08-28","Finnish","http://en.wikipedia.org/wiki/Valtteri_Bottas"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26560","1134","852","215","22","20","16","16","16",0,"44","+1:16.737","77263","44","15","1:47.969",233.533,"1","852","tsunoda","22","TSU","Yuki","Tsunoda","2000-05-11","Japanese","http://en.wikipedia.org/wiki/Yuki_Tsunoda"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26561","1134","858","3","2","18","17","17","17",0,"44","+1:26.057","86583","43","13","1:47.490",234.574,"1","858","sargeant","2","SAR","Logan","Sargeant","2000-12-31","American","http://en.wikipedia.org/wiki/Logan_Sargeant"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26562","1134","807","210","27","16","18","18","18",0,"44","+1:28.833","89359","44","19","1:48.954",231.422,"1","807","hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26563","1134","855","15","24","19",,"R","19",0,"5",,,"2","20","1:52.099",224.929,"31","855","zhou","24","ZHO","Guanyu","Zhou","1999-05-30","Chinese","http://en.wikipedia.org/wiki/Zhou_Guanyu"
"1134","2024","14","13","Belgian Grand Prix","2024-07-28","13:00:00","https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix","2024-07-26","11:30:00","2024-07-26","15:00:00","2024-07-27","10:30:00","2024-07-27","14:00:00",,"NULL","26564","1134","847","131","63","6",,"D","20",0,"44","1:19:57.040","4797566","44","10","1:47.113",235.399,"2","847","russell","63","RUS","George","Russell","1998-02-15","British","http://en.wikipedia.org/wiki/George_Russell_(racing_driver)"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26565","1135","846","1","4","1","1","1","1",26,"72","1:30:45.519","5445519","72","1","1:13.817",207.708,"1","846","norris","4","NOR","Lando","Norris","1999-11-13","British","http://en.wikipedia.org/wiki/Lando_Norris"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26566","1135","830","9","1","2","2","2","2",18,"72","+22.896","5468415","30","9","1:14.752",205.11,"1","830","max_verstappen","33","VER","Max","Verstappen","1997-09-30","Dutch","http://en.wikipedia.org/wiki/Max_Verstappen"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26567","1135","844","6","16","6","3","3","3",15,"72","+25.439","5470958","62","7","1:14.585",205.569,"1","844","leclerc","16","LEC","Charles","Leclerc","1997-10-16","Monegasque","http://en.wikipedia.org/wiki/Charles_Leclerc"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26568","1135","857","1","81","3","4","4","4",12,"72","+27.337","5472856","36","5","1:14.237",206.533,"1","857","piastri","81","PIA","Oscar","Piastri","2001-04-06","Australian","http://en.wikipedia.org/wiki/Oscar_Piastri"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26569","1135","832","6","55","10","5","5","5",10,"72","+32.137","5477656","40","4","1:14.117",206.867,"1","832","sainz","55","SAI","Carlos","Sainz","1994-09-01","Spanish","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr."
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26570","1135","815","9","11","5","6","6","6",8,"72","+39.542","5485061","69","8","1:14.587",205.563,"1","815","perez","11","PER","Sergio","Pérez","1990-01-26","Mexican","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26571","1135","847","131","63","4","7","7","7",6,"72","+44.617","5490136","57","3","1:13.927",207.399,"1","847","russell","63","RUS","George","Russell","1998-02-15","British","http://en.wikipedia.org/wiki/George_Russell_(racing_driver)"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26572","1135","1","131","44","14","8","8","8",4,"72","+49.599","5495118","62","2","1:13.878",207.536,"1","1","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26573","1135","842","214","10","9","9","9","9",2,"71",,,"54","11","1:14.855",204.828,"11","842","gasly","10","GAS","Pierre","Gasly","1996-02-07","French","http://en.wikipedia.org/wiki/Pierre_Gasly"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26574","1135","4","117","14","7","10","10","10",1,"71",,,"34","10","1:14.758",205.093,"11","4","alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish","http://en.wikipedia.org/wiki/Fernando_Alonso"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26575","1135","807","210","27","12","11","11","11",0,"71",,,"59","18","1:15.657",202.656,"11","807","hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26576","1135","817","215","3","13","12","12","12",0,"71",,,"52","13","1:15.222",203.828,"11","817","ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian","http://en.wikipedia.org/wiki/Daniel_Ricciardo"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26577","1135","840","117","18","8","13","13","13",0,"71",,,"51","14","1:15.255",203.739,"11","840","stroll","18","STR","Lance","Stroll","1998-10-29","Canadian","http://en.wikipedia.org/wiki/Lance_Stroll"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26578","1135","848","3","23","19","14","14","14",0,"71",,,"71","6","1:14.434",205.986,"11","848","albon","23","ALB","Alexander","Albon","1996-03-23","Thai","http://en.wikipedia.org/wiki/Alexander_Albon"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26579","1135","839","214","31","15","15","15","15",0,"71",,,"50","15","1:15.390",203.374,"11","839","ocon","31","OCO","Esteban","Ocon","1996-09-17","French","http://en.wikipedia.org/wiki/Esteban_Ocon"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26580","1135","858","3","2","18","16","16","16",0,"71",,,"26","16","1:15.539",202.973,"11","858","sargeant","2","SAR","Logan","Sargeant","2000-12-31","American","http://en.wikipedia.org/wiki/Logan_Sargeant"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26581","1135","852","215","22","11","17","17","17",0,"71",,,"16","17","1:15.552",202.938,"11","852","tsunoda","22","TSU","Yuki","Tsunoda","2000-05-11","Japanese","http://en.wikipedia.org/wiki/Yuki_Tsunoda"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26582","1135","825","210","20","0","18","18","18",0,"71",,,"42","12","1:14.954",204.557,"11","825","kevin_magnussen","20","MAG","Kevin","Magnussen","1992-10-05","Danish","http://en.wikipedia.org/wiki/Kevin_Magnussen"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26583","1135","822","15","77","16","19","19","19",0,"70",,,"45","20","1:15.822",202.215,"12","822","bottas","77","BOT","Valtteri","Bottas","1989-08-28","Finnish","http://en.wikipedia.org/wiki/Valtteri_Bottas"
"1135","2024","15","39","Dutch Grand Prix","2024-08-25","13:00:00","https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix","2024-08-23","10:30:00","2024-08-23","14:00:00","2024-08-24","09:30:00","2024-08-24","13:00:00",,"NULL","26584","1135","855","15","24","17","20","20","20",0,"70",,,"67","19","1:15.724",202.477,"12","855","zhou","24","ZHO","Guanyu","Zhou","1999-05-30","Chinese","http://en.wikipedia.org/wiki/Zhou_Guanyu"
"1136","2024","16","14","Italian Grand Prix","2024-09-01","13:00:00","https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix","2024-08-30","11:30:00","2024-08-30","15:00:00","2024-08-31","10:30:00","2024-08-31","14:00:00",,"NULL","26585","1136","844","6","16","4","1","1","1",25,"53","1:14:40.727","4480727","33","10","1:23.226",250.58,"1","844","leclerc","16","LEC","Charles","Leclerc","1997-10-16","Monegasque","http://en.wikipedia.org/wiki/Charles_Leclerc"
"1136","2024","16","14","Italian Grand Prix","2024-09-01","13:00:00","https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix","2024-08-30","11:30:00","2024-08-30","15:00:00","2024-08-31","10:30:00","2024-08-31","14:00:00",,"NULL","26586","1136","857","1","81","2","2","2","2",18,"53","+2.664","4483391","53","4","1:21.943",254.503,"1","857","piastri","81","PIA","Oscar","Piastri","2001-04-06","Australian","http://en.wikipedia.org/wiki/Oscar_Piastri"
"1136","2024","16","14","Italian Grand Prix","2024-09-01","13:00:00","https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix","2024-08-30","11:30:00","2024-08-30","15:00:00","2024-08-31","10:30:00","2024-08-31","14:00:00",,"NULL","26587","1136","846","1","4","1","3","3","3",16,"53","+6.153","4486880","53","1","1:21.432",256.1,"1","846","norris","4","NOR","Lando","Norris","1999-11-13","British","http://en.wikipedia.org/wiki/Lando_Norris"
"1136","2024","16","14","Italian Grand Prix","2024-09-01","13:00:00","https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix","2024-08-30","11:30:00","2024-08-30","15:00:00","2024-08-31","10:30:00","2024-08-31","14:00:00",,"NULL","26588","1136","832","6","55","5","4","4","4",12,"53","+15.621","4496348","53","9","1:23.219",250.601,"1","832","sainz","55","SAI","Carlos","Sainz","1994-09-01","Spanish","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr."
"1136","2024","16","14","Italian Grand Prix","2024-09-01","13:00:00","https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix","2024-08-30","11:30:00","2024-08-30","15:00:00","2024-08-31","10:30:00","2024-08-31","14:00:00",,"NULL","26589","1136","1","131","44","6","5","5","5",10,"53","+22.820","4503547","53","2","1:21.512",255.849,"1","1","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
"1136","2024","16","14","Italian Grand Prix","2024-09-01","13:00:00","https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix","2024-08-30","11:30:00","2024-08-30","15:00:00","2024-08-31","10:30:00","2024-08-31","14:00:00",,"NULL","26590","1136","830","9","1","7","6","6","6",8,"53","+37.932","4518659","43","3","1:21.745",255.12,"1","830","max_verstappen","33","VER","Max","Verstappen","1997-09-30","Dutch","http://en.wikipedia.org/wiki/Max_Verstappen"
"1136","2024","16","14","Italian Grand Prix","2024-09-01","13:00:00","https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix","2024-08-30","11:30:00","2024-08-30","15:00:00","2024-08-31","10:30:00","2024-08-31","14:00:00",,"NULL","26591","1136","847","131","63","3","7","7","7",6,"53","+39.715","4520442","49","5","1:22.036",254.215,"1","847","russell","63","RUS","George","Russell","1998-02-15","British","http://en.wikipedia.org/wiki/George_Russell_(racing_driver)"
"1136","2024","16","14","Italian Grand Prix","2024-09-01","13:00:00","https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix","2024-08-30","11:30:00","2024-08-30","15:00:00","2024-08-31","10:30:00","2024-08-31","14:00:00",,"NULL","26592","1136","815","9","11","8","8","8","8",4,"53","+54.148","4534875","47","8","1:22.971",251.35,"1","815","perez","11","PER","Sergio","Pérez","1990-01-26","Mexican","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez"
"1136","2024","16","14","Italian Grand Prix","2024-09-01","13:00:00","https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix","2024-08-30","11:30:00","2024-08-30","15:00:00","2024-08-31","10:30:00","2024-08-31","14:00:00",,"NULL","26593","1136","848","3","23","9","9","9","9",2,"53","+1:07.456","4548183","53","16","1:23.918",248.514,"1","848","albon","23","ALB","Alexander","Albon","1996-03-23","Thai","http://en.wikipedia.org/wiki/Alexander_Albon"
