RACEID,YEAR,ROUND,CIRCUITID,NAME,DATE,TIME,URL,FP1_DATE,FP1_TIME,FP2_DATE,FP2_TIME,FP3_DATE,FP3_TIME,QUALI_DATE,QUALI_TIME,SPRINT_DATE,SPRINT_TIME,RESULTID,RACEID,DRIVERID,CONSTRUCTORID,NUMBER,GRID,POSITION,POSITIONTEXT,POSITIONORDER,POINTS,LAPS,TIME,MILLISECONDS,FASTESTLAP,RANK,FASTESTLAPTIME,FASTESTLAPSPEED,STATUSID,DRIVERID,DRIVERREF,NUMBER,CODE,FORENAME,SURNAME,DOB,NATIONALITY,URL
844,2011,4,5,Turkish Grand Prix,2011-05-08,12:00:00.000,http://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix,,,,,,,,,,,20872,844,10,166,24,21,,W,24,0.0,0,,,,0,,,6,10,glock,,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
844,2011,4,5,Turkish Grand Prix,2011-05-08,12:00:00.000,http://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix,,,,,,,,,,,20871,844,814,10,15,13,,R,23,0.0,44,,,40,18,1:32.519,207.706,31,814,resta,40,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20873,845,20,9,1,2,1,1,1,25.0,66,1:39:03.301,5943301,60,4,1:27.162,192.262,1,20,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20874,845,1,1,3,3,2,2,2,18.0,66,+0.630,5943931,52,1,1:26.727,193.227,1,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20875,845,18,1,4,5,3,3,3,15.0,66,+35.697,5978998,63,7,1:27.518,191.480,1,18,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20876,845,17,9,2,1,4,4,4,12.0,66,+47.966,5991267,50,5,1:27.187,192.207,1,17,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20877,845,4,6,5,4,5,5,5,10.0,65,,,22,9,1:28.737,188.850,11,4,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20878,845,30,131,7,10,6,6,6,8.0,65,,,34,15,1:29.463,187.317,11,30,michael_schumacher,,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20879,845,3,131,8,7,7,7,7,6.0,65,,,34,13,1:29.155,187.964,11,3,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20880,845,2,4,9,24,8,8,8,4.0,65,,,61,3,1:26.958,192.713,11,2,heidfeld,,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20881,845,815,15,17,12,9,9,9,2.0,65,,,55,6,1:27.247,192.075,11,815,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20882,845,155,15,16,14,10,10,10,1.0,65,,,52,8,1:27.615,191.268,11,155,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20883,845,808,4,10,6,11,11,11,0.0,65,,,35,17,1:29.592,187.047,11,808,petrov,,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20884,845,814,10,15,16,12,12,12,0.0,65,,,42,16,1:29.469,187.305,11,814,resta,40,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20885,845,16,10,14,17,13,13,13,0.0,65,,,52,10,1:28.791,188.735,11,16,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20886,845,67,5,18,11,14,14,14,0.0,65,,,27,18,1:30.049,186.098,11,67,buemi,,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20887,845,813,3,12,9,15,15,15,0.0,65,,,64,14,1:29.391,187.468,11,813,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20888,845,153,5,19,13,16,16,16,0.0,64,,,52,12,1:29.132,188.013,12,153,alguersuari,,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20889,845,22,3,11,19,17,17,17,0.0,64,,,60,2,1:26.891,192.862,12,22,barrichello,,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20890,845,15,205,21,18,18,18,18,0.0,64,,,34,20,1:30.783,184.594,12,15,trulli,,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20891,845,10,166,24,20,19,19,19,0.0,63,,,40,21,1:31.635,182.877,13,10,glock,,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20892,845,816,166,25,23,20,20,20,0.0,62,,,36,22,1:32.549,181.071,14,816,ambrosio,,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_d%27Ambrosio
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20893,845,39,164,22,22,21,21,21,0.0,61,,,33,23,1:32.848,180.488,15,39,karthikeyan,,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20896,845,24,164,23,21,,R,24,0.0,28,,,22,24,1:33.884,178.496,6,24,liuzzi,,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20895,845,5,205,20,15,,R,23,0.0,48,,,34,19,1:30.618,184.930,3,5,kovalainen,,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00.000,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,,,,,,,20894,845,13,6,6,8,,R,22,0.0,58,,,24,11,1:29.081,188.120,6,13,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20897,846,20,9,1,1,1,1,1,25.0,78,2:09:38.373,7778373,78,2,1:16.267,157.656,1,20,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20898,846,4,6,5,4,2,2,2,18.0,78,+1.138,7779511,77,4,1:16.471,157.236,1,4,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20899,846,18,1,4,2,3,3,3,15.0,78,+2.378,7780751,78,3,1:16.463,157.252,1,18,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20900,846,17,9,2,3,4,4,4,12.0,78,+23.101,7801474,78,1,1:16.234,157.724,1,17,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20901,846,155,15,16,12,5,5,5,10.0,78,+26.916,7805289,76,7,1:18.308,153.547,1,155,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20902,846,1,1,3,9,6,6,6,8.0,78,+27.210,7805583,54,5,1:17.847,154.456,1,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20903,846,16,10,14,14,7,7,7,6.0,77,,,77,13,1:18.872,152.449,11,16,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20904,846,2,4,9,15,8,8,8,4.0,77,,,77,6,1:17.857,154.436,11,2,heidfeld,,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20905,846,22,3,11,11,9,9,9,2.0,77,,,76,8,1:18.584,153.008,11,22,barrichello,,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20906,846,67,5,18,16,10,10,10,1.0,77,,,77,12,1:18.832,152.526,11,67,buemi,,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20907,846,3,131,8,7,11,11,11,0.0,76,,,56,10,1:18.699,152.784,12,3,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20908,846,814,10,15,13,12,12,12,0.0,76,,,75,11,1:18.724,152.736,12,814,resta,40,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20909,846,15,205,21,18,13,13,13,0.0,76,,,66,19,1:21.277,147.938,12,15,trulli,,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20910,846,5,205,20,17,14,14,14,0.0,76,,,54,18,1:20.678,149.036,12,5,kovalainen,,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20911,846,816,166,25,21,15,15,15,0.0,75,,,75,20,1:21.391,147.731,13,816,ambrosio,,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_d%27Ambrosio
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20912,846,24,164,23,23,16,16,16,0.0,75,,,74,21,1:21.566,147.414,13,24,liuzzi,,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20913,846,39,164,22,22,17,17,17,0.0,74,,,74,23,1:22.731,145.338,14,39,karthikeyan,,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20914,846,813,3,12,8,18,18,18,0.0,73,,,62,14,1:18.904,152.387,3,813,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20919,846,10,166,24,20,,R,23,0.0,30,,,30,22,1:22.102,146.451,22,10,glock,,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20918,846,30,131,7,5,,R,22,0.0,32,,,30,15,1:19.801,150.674,5,30,michael_schumacher,,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20917,846,13,6,6,6,,R,21,0.0,32,,,16,17,1:20.202,149.921,3,13,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20916,846,153,5,19,19,,R,20,0.0,66,,,59,9,1:18.608,152.961,4,153,alguersuari,,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,20915,846,808,4,10,10,,R,19,0.0,67,,,57,16,1:20.058,150.191,4,808,petrov,,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00.000,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,,,,,,,,,,23541,846,815,15,17,0,,W,24,0.0,0,,,,0,,,82,815,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20920,847,18,1,4,7,1,1,1,25.0,70,4:04:39.537,14679537,69,1,1:16.956,204.007,1,18,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20921,847,20,9,1,1,2,2,2,18.0,70,+2.709,14682246,69,2,1:17.217,203.317,1,20,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20922,847,17,9,2,4,3,3,3,15.0,70,+13.828,14693365,65,8,1:19.572,197.300,1,17,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20923,847,30,131,7,8,4,4,4,12.0,70,+14.219,14693756,70,4,1:19.138,198.382,1,30,michael_schumacher,,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20924,847,808,4,10,10,5,5,5,10.0,70,+20.395,14699932,68,3,1:19.054,198.593,1,808,petrov,,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20925,847,13,6,6,3,6,6,6,8.0,70,+33.225,14712762,68,5,1:19.148,198.357,1,13,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20926,847,155,15,16,13,7,7,7,6.0,70,+33.270,14712807,70,10,1:20.213,195.723,1,155,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20927,847,153,5,19,24,8,8,8,4.0,70,+35.964,14715501,69,13,1:20.371,195.339,1,153,alguersuari,,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20928,847,22,3,11,16,9,9,9,2.0,70,+45.117,14724654,68,11,1:20.316,195.472,1,22,barrichello,,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20929,847,67,5,18,15,10,10,10,1.0,70,+47.056,14726593,69,7,1:19.507,197.461,1,67,buemi,,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20930,847,3,131,8,6,11,11,11,0.0,70,+50.454,14729991,69,9,1:20.071,196.070,1,3,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20931,847,37,15,17,17,12,12,12,0.0,70,+1:03.607,14743144,70,12,1:20.369,195.343,1,37,rosa,,DLR,Pedro,de la Rosa,1971-02-24,Spanish,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20932,847,24,164,23,20,13,13,13,0.0,69,,,63,17,1:23.419,188.201,11,24,liuzzi,,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20933,847,39,164,22,22,14,14,14,0.0,69,,,66,16,1:23.116,188.887,11,39,karthikeyan,,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20934,847,816,166,25,23,15,15,15,0.0,69,,,68,15,1:22.495,190.309,11,816,ambrosio,,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_d%27Ambrosio
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20935,847,10,166,24,21,16,16,16,0.0,69,,,68,19,1:24.590,185.596,11,10,glock,,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20936,847,15,205,21,18,17,17,17,0.0,69,,,67,14,1:22.233,190.916,11,15,trulli,,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20937,847,814,10,15,11,18,18,18,0.0,67,,,67,6,1:19.395,197.740,3,814,resta,40,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20943,847,1,1,3,5,,R,24,0.0,7,,,7,23,1:37.761,160.591,4,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20942,847,5,205,20,19,,R,23,0.0,28,,,16,24,1:38.460,159.451,7,5,kovalainen,,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20941,847,4,6,5,2,,R,22,0.0,36,,,14,22,1:34.223,166.621,4,4,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20940,847,16,10,14,14,,R,21,0.0,49,,,47,21,1:30.171,174.109,3,16,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20939,847,2,4,9,9,,R,20,0.0,55,,,55,20,1:25.135,184.408,3,2,heidfeld,,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00.000,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,,,,,,,,,,20938,847,813,3,12,12,,R,19,0.0,61,,,53,18,1:24.265,186.312,31,813,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado
